VCCNo,PollingPlaceLong,Tabulator,District,Office,CandidateName,Votes
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,4,Mayor,TIMOTHY M. KELLER,899
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,4,Mayor,DAN LEWIS,737
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,5,Mayor,TIMOTHY M. KELLER,26
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,5,Mayor,DAN LEWIS,21
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,5,City Council District 5,CYNTHIA D. BORREGO,25
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,5,City Council District 5,ROBERT J. ARAGON,20
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,6,Mayor,TIMOTHY M. KELLER,25
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,6,Mayor,DAN LEWIS,10
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,7,Mayor,TIMOTHY M. KELLER,35
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,7,Mayor,DAN LEWIS,17
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,8,Mayor,TIMOTHY M. KELLER,126
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,8,Mayor,DAN LEWIS,136
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,9,Mayor,TIMOTHY M. KELLER,21
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1213-015-B,9,Mayor,DAN LEWIS,25
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,1,Mayor,TIMOTHY M. KELLER,16
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,1,Mayor,DAN LEWIS,11
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,2,Mayor,TIMOTHY M. KELLER,33
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,2,Mayor,DAN LEWIS,16
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,3,Mayor,TIMOTHY M. KELLER,4
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,3,Mayor,DAN LEWIS,1
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,4,Mayor,TIMOTHY M. KELLER,847
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,4,Mayor,DAN LEWIS,773
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,5,Mayor,TIMOTHY M. KELLER,26
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,5,Mayor,DAN LEWIS,18
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,5,City Council District 5,CYNTHIA D. BORREGO,26
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,5,City Council District 5,ROBERT J. ARAGON,16
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,6,Mayor,TIMOTHY M. KELLER,29
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,6,Mayor,DAN LEWIS,5
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,7,Mayor,TIMOTHY M. KELLER,29
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,7,Mayor,DAN LEWIS,33
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,8,Mayor,TIMOTHY M. KELLER,131
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,8,Mayor,DAN LEWIS,132
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,9,Mayor,TIMOTHY M. KELLER,18
EVCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,EV-1214-016-C,9,Mayor,DAN LEWIS,21
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,1,Mayor,TIMOTHY M. KELLER,428
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,1,Mayor,DAN LEWIS,260
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,2,Mayor,TIMOTHY M. KELLER,41
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,2,Mayor,DAN LEWIS,18
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,3,Mayor,TIMOTHY M. KELLER,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,3,Mayor,DAN LEWIS,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,4,Mayor,TIMOTHY M. KELLER,5
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,4,Mayor,DAN LEWIS,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,5,Mayor,TIMOTHY M. KELLER,161
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,5,Mayor,DAN LEWIS,120
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,5,City Council District 5,CYNTHIA D. BORREGO,170
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,5,City Council District 5,ROBERT J. ARAGON,100
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,6,Mayor,TIMOTHY M. KELLER,2
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,6,Mayor,DAN LEWIS,0
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,7,Mayor,TIMOTHY M. KELLER,6
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,7,Mayor,DAN LEWIS,2
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,8,Mayor,TIMOTHY M. KELLER,4
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,8,Mayor,DAN LEWIS,1
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,9,Mayor,TIMOTHY M. KELLER,1
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1215-017-A,9,Mayor,DAN LEWIS,0
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,1,Mayor,TIMOTHY M. KELLER,456
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,1,Mayor,DAN LEWIS,250
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,2,Mayor,TIMOTHY M. KELLER,31
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,2,Mayor,DAN LEWIS,10
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,3,Mayor,TIMOTHY M. KELLER,5
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,3,Mayor,DAN LEWIS,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,4,Mayor,TIMOTHY M. KELLER,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,4,Mayor,DAN LEWIS,1
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,5,Mayor,TIMOTHY M. KELLER,151
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,5,Mayor,DAN LEWIS,129
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,5,City Council District 5,CYNTHIA D. BORREGO,153
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,5,City Council District 5,ROBERT J. ARAGON,119
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,6,Mayor,TIMOTHY M. KELLER,6
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,6,Mayor,DAN LEWIS,1
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,7,Mayor,TIMOTHY M. KELLER,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,7,Mayor,DAN LEWIS,5
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,8,Mayor,TIMOTHY M. KELLER,1
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,8,Mayor,DAN LEWIS,1
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,9,Mayor,TIMOTHY M. KELLER,2
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1216-018-B,9,Mayor,DAN LEWIS,0
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,1,Mayor,TIMOTHY M. KELLER,388
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,1,Mayor,DAN LEWIS,257
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,2,Mayor,TIMOTHY M. KELLER,45
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,2,Mayor,DAN LEWIS,15
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,3,Mayor,TIMOTHY M. KELLER,9
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,3,Mayor,DAN LEWIS,1
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,4,Mayor,TIMOTHY M. KELLER,4
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,4,Mayor,DAN LEWIS,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,5,Mayor,TIMOTHY M. KELLER,181
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,5,Mayor,DAN LEWIS,132
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,5,City Council District 5,CYNTHIA D. BORREGO,177
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,5,City Council District 5,ROBERT J. ARAGON,126
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,6,Mayor,TIMOTHY M. KELLER,4
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,6,Mayor,DAN LEWIS,2
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,7,Mayor,TIMOTHY M. KELLER,3
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,7,Mayor,DAN LEWIS,0
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,8,Mayor,TIMOTHY M. KELLER,6
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,8,Mayor,DAN LEWIS,5
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,9,Mayor,TIMOTHY M. KELLER,2
EVCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,EV-1217-019-C,9,Mayor,DAN LEWIS,2
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,1,Mayor,TIMOTHY M. KELLER,222
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,1,Mayor,DAN LEWIS,166
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,2,Mayor,TIMOTHY M. KELLER,19
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,2,Mayor,DAN LEWIS,4
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,3,Mayor,TIMOTHY M. KELLER,5
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,3,Mayor,DAN LEWIS,8
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,4,Mayor,TIMOTHY M. KELLER,7
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,4,Mayor,DAN LEWIS,8
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,5,Mayor,TIMOTHY M. KELLER,918
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,5,Mayor,DAN LEWIS,889
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,5,City Council District 5,CYNTHIA D. BORREGO,966
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,5,City Council District 5,ROBERT J. ARAGON,786
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,6,Mayor,TIMOTHY M. KELLER,7
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,6,Mayor,DAN LEWIS,3
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,7,Mayor,TIMOTHY M. KELLER,10
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,7,Mayor,DAN LEWIS,3
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,8,Mayor,TIMOTHY M. KELLER,8
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,8,Mayor,DAN LEWIS,6
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,9,Mayor,TIMOTHY M. KELLER,3
EVCC30,PETROGLYPH PLAZA,EV-1218-020-A,9,Mayor,DAN LEWIS,3
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,1,Mayor,TIMOTHY M. KELLER,227
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,1,Mayor,DAN LEWIS,148
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,2,Mayor,TIMOTHY M. KELLER,27
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,2,Mayor,DAN LEWIS,11
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,3,Mayor,TIMOTHY M. KELLER,11
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,3,Mayor,DAN LEWIS,8
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,4,Mayor,TIMOTHY M. KELLER,11
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,4,Mayor,DAN LEWIS,5
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,5,Mayor,TIMOTHY M. KELLER,916
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,5,Mayor,DAN LEWIS,871
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,5,City Council District 5,CYNTHIA D. BORREGO,954
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,5,City Council District 5,ROBERT J. ARAGON,773
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,6,Mayor,TIMOTHY M. KELLER,9
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,6,Mayor,DAN LEWIS,3
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,7,Mayor,TIMOTHY M. KELLER,10
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,7,Mayor,DAN LEWIS,4
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,8,Mayor,TIMOTHY M. KELLER,9
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,8,Mayor,DAN LEWIS,7
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,9,Mayor,TIMOTHY M. KELLER,9
EVCC30,PETROGLYPH PLAZA,EV-1219-021-B,9,Mayor,DAN LEWIS,3
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,1,Mayor,TIMOTHY M. KELLER,184
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,1,Mayor,DAN LEWIS,133
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,2,Mayor,TIMOTHY M. KELLER,21
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,2,Mayor,DAN LEWIS,5
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,3,Mayor,TIMOTHY M. KELLER,5
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,3,Mayor,DAN LEWIS,7
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,4,Mayor,TIMOTHY M. KELLER,9
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,4,Mayor,DAN LEWIS,9
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,5,Mayor,TIMOTHY M. KELLER,944
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,5,Mayor,DAN LEWIS,925
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,5,City Council District 5,CYNTHIA D. BORREGO,1019
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,5,City Council District 5,ROBERT J. ARAGON,789
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,6,Mayor,TIMOTHY M. KELLER,11
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,6,Mayor,DAN LEWIS,4
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,7,Mayor,TIMOTHY M. KELLER,9
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,7,Mayor,DAN LEWIS,4
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,8,Mayor,TIMOTHY M. KELLER,6
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,8,Mayor,DAN LEWIS,7
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,9,Mayor,TIMOTHY M. KELLER,2
EVCC30,PETROGLYPH PLAZA,EV-1220-022-C,9,Mayor,DAN LEWIS,3
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,1,Mayor,TIMOTHY M. KELLER,7
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,1,Mayor,DAN LEWIS,1
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,2,Mayor,TIMOTHY M. KELLER,43
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,2,Mayor,DAN LEWIS,3
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,3,Mayor,TIMOTHY M. KELLER,4
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,3,Mayor,DAN LEWIS,1
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,4,Mayor,TIMOTHY M. KELLER,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,4,Mayor,DAN LEWIS,2
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,5,Mayor,TIMOTHY M. KELLER,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,5,Mayor,DAN LEWIS,3
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,5,City Council District 5,CYNTHIA D. BORREGO,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,5,City Council District 5,ROBERT J. ARAGON,3
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,6,Mayor,TIMOTHY M. KELLER,468
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,6,Mayor,DAN LEWIS,96
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,7,Mayor,TIMOTHY M. KELLER,30
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,7,Mayor,DAN LEWIS,5
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,8,Mayor,TIMOTHY M. KELLER,9
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,8,Mayor,DAN LEWIS,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,9,Mayor,TIMOTHY M. KELLER,9
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1221-023-A,9,Mayor,DAN LEWIS,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,1,Mayor,TIMOTHY M. KELLER,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,1,Mayor,DAN LEWIS,3
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,2,Mayor,TIMOTHY M. KELLER,53
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,2,Mayor,DAN LEWIS,8
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,3,Mayor,TIMOTHY M. KELLER,1
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,3,Mayor,DAN LEWIS,1
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,4,Mayor,TIMOTHY M. KELLER,8
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,4,Mayor,DAN LEWIS,2
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,5,Mayor,TIMOTHY M. KELLER,2
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,5,Mayor,DAN LEWIS,3
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,5,City Council District 5,CYNTHIA D. BORREGO,4
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,5,City Council District 5,ROBERT J. ARAGON,1
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,6,Mayor,TIMOTHY M. KELLER,478
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,6,Mayor,DAN LEWIS,91
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,7,Mayor,TIMOTHY M. KELLER,13
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,7,Mayor,DAN LEWIS,5
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,8,Mayor,TIMOTHY M. KELLER,11
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,8,Mayor,DAN LEWIS,4
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,9,Mayor,TIMOTHY M. KELLER,14
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1222-024-B,9,Mayor,DAN LEWIS,2
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,1,Mayor,TIMOTHY M. KELLER,8
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,1,Mayor,DAN LEWIS,4
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,2,Mayor,TIMOTHY M. KELLER,53
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,2,Mayor,DAN LEWIS,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,3,Mayor,TIMOTHY M. KELLER,5
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,3,Mayor,DAN LEWIS,2
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,4,Mayor,TIMOTHY M. KELLER,9
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,4,Mayor,DAN LEWIS,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,5,Mayor,TIMOTHY M. KELLER,10
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,5,Mayor,DAN LEWIS,8
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,5,City Council District 5,CYNTHIA D. BORREGO,11
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,5,City Council District 5,ROBERT J. ARAGON,6
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,6,Mayor,TIMOTHY M. KELLER,441
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,6,Mayor,DAN LEWIS,89
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,7,Mayor,TIMOTHY M. KELLER,28
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,7,Mayor,DAN LEWIS,7
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,8,Mayor,TIMOTHY M. KELLER,14
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,8,Mayor,DAN LEWIS,4
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,9,Mayor,TIMOTHY M. KELLER,8
EVCC34,CESAR CHAVEZ COMMUNITY CENTER,EV-1223-025-C,9,Mayor,DAN LEWIS,4
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,1,Mayor,TIMOTHY M. KELLER,6
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,1,Mayor,DAN LEWIS,12
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,2,Mayor,TIMOTHY M. KELLER,31
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,2,Mayor,DAN LEWIS,6
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,3,Mayor,TIMOTHY M. KELLER,4
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,3,Mayor,DAN LEWIS,5
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,4,Mayor,TIMOTHY M. KELLER,225
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,4,Mayor,DAN LEWIS,164
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,5,Mayor,TIMOTHY M. KELLER,11
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,5,Mayor,DAN LEWIS,10
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,5,City Council District 5,CYNTHIA D. BORREGO,4
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,5,City Council District 5,ROBERT J. ARAGON,17
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,6,Mayor,TIMOTHY M. KELLER,24
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,6,Mayor,DAN LEWIS,6
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,7,Mayor,TIMOTHY M. KELLER,375
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,7,Mayor,DAN LEWIS,254
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,8,Mayor,TIMOTHY M. KELLER,272
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,8,Mayor,DAN LEWIS,231
EVCC36,LOS ALTOS PLAZA,EV-1224-026-A,9,Mayor,TIMOTHY M. KELLER,52
